iter	MultiClass
113	0.1009825566
114	0.1005543544
115	0.09988148737
116	0.09929661137
117	0.09890064129
118	0.09790737776
119	0.09739702136
120	0.0969813411
121	0.09648491411
122	0.09594650831
123	0.09523343516
124	0.09475513983
125	0.09416496775
126	0.09386252988
127	0.09337866967
128	0.09303906411
129	0.09250351848
130	0.0924378845
131	0.09198634969
132	0.09116707179
133	0.09110764139
134	0.09103016653
135	0.09095459149
136	0.09089517616
137	0.0908339416
138	0.09075446631
139	0.09044860964
140	0.09024289132
141	0.09019314356
142	0.08947394553
143	0.08917841103
144	0.08880753426
145	0.08860333532
146	0.0883594537
147	0.08832930974
148	0.08763139114
149	0.08739753661
150	0.08696776911
151	0.08671997429
152	0.08630734374
153	0.08599572208
154	0.08566379975
155	0.08509502097
156	0.08468922139
157	0.08446254977
158	0.08419211414
159	0.08397735802
160	0.08351673961
161	0.08281652068
162	0.08255755809
163	0.08211405402
164	0.08180874821
165	0.08154611681
166	0.08110763338
167	0.08103853794
168	0.08086059465
169	0.08080919682
170	0.0805353608
171	0.08018961441
172	0.08002824053
173	0.07977820831
174	0.07955511106
175	0.07922935636
176	0.07900424007
177	0.0789521812
178	0.07891782992
179	0.07825176143
180	0.077865507
181	0.07780248398
182	0.07774972629
183	0.07753750791
184	0.07749529021
185	0.07703018935
186	0.07685614318
187	0.0766254517
188	0.0765851132
189	0.07649156742
190	0.07615969324
191	0.07570745312
192	0.07549603829
193	0.07529897874
194	0.07509781287
195	0.07494221501
196	0.07467008032
197	0.07447622709
198	0.07438001879
199	0.07411374236
200	0.07386263368
201	0.07383571258
202	0.0736831957
203	0.07352147112
204	0.07327663008
205	0.07316186744
206	0.07312832087
207	0.0729976739
208	0.07292589018
209	0.07256203496
210	0.07251821396
211	0.07203801163
212	0.07181689557
213	0.07162257305
214	0.0715264491
215	0.07148347072
216	0.0714437551
217	0.07132248364
218	0.07126239326
219	0.07121345676
220	0.07103784041
221	0.07052182964
222	0.07033307474
223	0.07031003469
224	0.07017665155
225	0.06982994121
226	0.06964772967
227	0.06961628623
228	0.06917487024
229	0.06901580892
230	0.06876773805
231	0.06837810012
232	0.06826905145
233	0.06804450361
234	0.06782794543
235	0.06774367248
236	0.06761059099
237	0.06757190118
238	0.06741895607
239	0.06725271309
240	0.06696507936
241	0.06670879844
242	0.06664857156
243	0.06637557671
244	0.06621083723
245	0.06605117357
246	0.06583498327
247	0.06575499235
248	0.06554444141
249	0.0651816292
250	0.0649654979
251	0.06488409578
252	0.06479685612
253	0.06461988196
254	0.06443548216
255	0.06437923268
256	0.06435122858
257	0.06431967379
258	0.06419204715
259	0.06397922098
260	0.06373103054
261	0.06326079243
262	0.06306226579
263	0.06286894369
264	0.0628554054
265	0.06269093891
266	0.06240783199
267	0.06238263942
268	0.06228188183
269	0.06224952268
270	0.06222234539
271	0.06213753002
272	0.062014171
273	0.06199411458
274	0.06182887194
275	0.06175252955
276	0.06172688871
277	0.06159923292
278	0.06145793805
279	0.06143517915
280	0.06127761014
281	0.06124402511
282	0.06113314662
283	0.06105542702
284	0.0609446019
285	0.06076535534
286	0.06056716327
287	0.06028011951
288	0.06012355314
289	0.0599714385
290	0.05989671611
291	0.05976144089
292	0.05949027241
293	0.05924384834
294	0.05912233801
295	0.05897800014
296	0.058874496
297	0.05869649006
298	0.05841366293
299	0.05830196116
300	0.05825789584
301	0.05798010127
302	0.05786951344
303	0.05778092959
304	0.05771263449
305	0.05753030798
306	0.057442913
307	0.05726933698
308	0.05717420649
309	0.05706580173
310	0.05689507103
311	0.05673217977
312	0.05651224291
313	0.0561701122
314	0.05612604536
315	0.05609321518
316	0.05576751812
317	0.05559381731
318	0.05539536695
319	0.05522915829
320	0.05510287839
321	0.05508142786
322	0.05498176461
323	0.05484758179
324	0.05482655852
325	0.05467235975
326	0.05464059286
327	0.05462144991
328	0.05460071616
329	0.05458586507
330	0.05456122859
331	0.05447709579
332	0.05424356903
333	0.05417696321
334	0.05413622217
335	0.05397060276
336	0.05395604337
337	0.05394218028
338	0.05368744712
339	0.05354443647
340	0.05343188604
341	0.05330437381
342	0.05312351604
343	0.05295066963
344	0.05292979493
345	0.05272485936
346	0.05269981535
347	0.05263385567
348	0.05251082054
349	0.0524095137
350	0.0523464032
351	0.05210297619
352	0.05205732967
353	0.0520291094
354	0.05188757117
355	0.0518371463
356	0.051777076
357	0.05175051999
358	0.05165866087
359	0.05164638828
360	0.05162915152
361	0.05161749444
362	0.05159163486
363	0.05156709285
364	0.05153654796
365	0.05134205572
366	0.05126996719
367	0.05123925581
368	0.05108482448
369	0.05106384456
370	0.05100172378
371	0.05088891602
372	0.05060282241
373	0.05051401947
374	0.050494826
375	0.050470099
376	0.0502506347
377	0.05004379822
378	0.04992281798
379	0.04980083999
380	0.04975167734
381	0.04973384622
382	0.04966864417
383	0.0496112154
384	0.04953282803
385	0.04916237074
386	0.04909970231
387	0.04903368848
388	0.04901148156
389	0.04891420357
390	0.04876673354
391	0.04864804234
392	0.04857026109
393	0.04855552363
394	0.04842374707
395	0.048365615
396	0.04826385149
397	0.04814300033
398	0.04792392568
399	0.04778579308
400	0.04777068647
401	0.04767958388
402	0.04758669944
403	0.047414269
404	0.04738938774
405	0.04732403547
406	0.04725406395
407	0.04712190963
408	0.04709744757
409	0.04691599523
410	0.04672249027
411	0.04670031714
412	0.04657780266
413	0.04656291291
414	0.04645483934
415	0.04643140346
416	0.04629731697
417	0.04627505223
418	0.04626473534
419	0.04602599445
420	0.04595052885
421	0.0458322202
422	0.0455848503
423	0.04551279846
424	0.04540008781
425	0.04532079438
426	0.04530820824
427	0.04528335064
428	0.04522503558
429	0.0451477269
430	0.04501311338
431	0.04486541159
432	0.04484831567
433	0.04470796944
434	0.04443748199
435	0.04424140828
436	0.04422699031
437	0.04420453627
438	0.04413502071
439	0.04412350533
440	0.04411187677
441	0.04397823851
442	0.04395404527
443	0.04383040791
444	0.04373658011
445	0.04357168927
446	0.04355891467
447	0.04348021404
448	0.04337249362
449	0.04327847655
450	0.04315718185
451	0.04295908336
452	0.04289941098
453	0.0428311849
454	0.04281643394
455	0.04274263173
456	0.04257355527
457	0.0424872881
458	0.04245103377
459	0.04238865733
460	0.04230281325
461	0.04213540319
462	0.04211898724
463	0.04206875624
464	0.04192997658
465	0.04188550764
466	0.04180023787
467	0.04164141716
468	0.04158612784
469	0.04139703233
470	0.04135506737
471	0.04124259678
472	0.04121520092
473	0.04116261567
474	0.0410699301
475	0.04103330592
476	0.04093690163
477	0.04088231309
478	0.0407899521
479	0.04063626389
480	0.04062416209
481	0.04060847018
482	0.04055665446
483	0.04038891012
484	0.04026892586
485	0.04022051518
486	0.04020282035
487	0.04007699468
488	0.0400264061
489	0.03994214512
490	0.03981478997
491	0.03974525909
492	0.0396351982
493	0.03953732075
494	0.0395295966
495	0.03943585103
496	0.03942269964
497	0.039366042
498	0.03930290038
499	0.03926396076
500	0.03925274661
501	0.03917925433
502	0.03901338817
503	0.03897562741
504	0.03885492702
505	0.03875294729
506	0.03873740382
507	0.03872206271
508	0.03865663308
509	0.03864967964
510	0.0386121278
511	0.03860339915
512	0.03858815046
513	0.03856051263
514	0.03848577835
515	0.03834461372
516	0.0383311578
517	0.03831790591
518	0.03830661238
519	0.03816245192
520	0.03805761351
521	0.03804424475
522	0.03803623195
523	0.03795623546
524	0.03791237676
525	0.03789714649
526	0.03788241689
527	0.03779424736
528	0.03776964521
529	0.03764675803
530	0.03754492052
531	0.0374783803
532	0.03733811436
533	0.03732596071
534	0.03731853167
535	0.03730470552
536	0.03708320446
537	0.03707418811
538	0.03701646889
539	0.03696308257
540	0.03690636434
541	0.03688993643
542	0.03687906437
543	0.03686987354
544	0.03681572233
545	0.03673800688
546	0.03671231854
547	0.03669486579
548	0.03663155294
549	0.03644726819
550	0.03637864996
551	0.03623347438
552	0.03614332183
553	0.03606381244
554	0.03596937611
555	0.03581241333
556	0.03560688496
557	0.03556923546
558	0.0355490034
559	0.03549116983
560	0.03548332939
561	0.03547395491
562	0.03536773838
563	0.03536099278
564	0.03534547908
565	0.03533916979
566	0.03523890048
567	0.03513361913
568	0.03504838089
569	0.03493868318
570	0.03487797141
571	0.03483400175
572	0.03476080057
573	0.03474539497
574	0.03467073424
575	0.03463107186
576	0.03457482985
577	0.03451790707
578	0.03444787167
579	0.03434937993
580	0.03428383258
581	0.03422481944
582	0.03414389467
583	0.0341024835
584	0.03404935382
585	0.03395960909
586	0.03379853017
587	0.0337568574
588	0.0336928023
589	0.03366506378
590	0.03365290188
591	0.03364286635
592	0.03363150369
593	0.0335303729
594	0.03345170468
595	0.03336857233
596	0.03330902489
597	0.03327784669
598	0.03322638383
599	0.03318754064
600	0.03308212829
601	0.03307049152
602	0.03297327043
603	0.03291661147
604	0.03289383135
605	0.03288532829
606	0.03283971755
607	0.03278459695
608	0.03271860946
609	0.0326249383
610	0.03256582863
611	0.03249440559
612	0.03242883814
613	0.03241662212
614	0.03238102174
615	0.03235921526
616	0.03229716988
617	0.03227486993
618	0.03226906451
619	0.03220957793
620	0.03215688968
621	0.032103169
622	0.03198232771
623	0.03193506724
624	0.0318501457
625	0.0318428734
626	0.03181340524
627	0.03177381879
628	0.03167878682
629	0.03164804949
630	0.03162291326
631	0.03161726692
632	0.03161081798
633	0.03160586362
634	0.03154068739
635	0.03153248129
636	0.03147408893
637	0.03141871948
638	0.03135219995
639	0.03134550097
640	0.03133629255
641	0.03131850028
642	0.031312458
643	0.03121100392
644	0.03116069275
645	0.03112367691
646	0.03106560744
647	0.03090889579
648	0.03085355093
649	0.03084328877
650	0.03080360983
651	0.03079507344
652	0.03078355861
653	0.03071868835
654	0.0306882038
655	0.03067777334
656	0.03061925679
657	0.03056427827
658	0.03053074576
659	0.03046733786
660	0.03045818207
661	0.03037135244
662	0.03025744849
663	0.03024395843
664	0.0301797915
665	0.03015564704
666	0.03010806732
667	0.03007937643
668	0.03001337156
669	0.02996064843
670	0.0299568988
671	0.029915925
672	0.02989970562
673	0.0298443692
674	0.02982261557
675	0.02974179519
676	0.02968412402
677	0.02962664558
678	0.02953893345
679	0.02945771826
680	0.02937630552
681	0.02928364245
682	0.0292767577
683	0.02927173324
684	0.02923640478
685	0.02921573366
686	0.02915146371
687	0.02905760296
688	0.02900252657
689	0.02895324831
690	0.02891167401
691	0.02890233001
692	0.02887765317
693	0.02868255091
694	0.02867535393
695	0.02861761349
696	0.02859170477
697	0.02851872165
698	0.02851452008
699	0.02850777998
700	0.02846534006
701	0.02846002181
702	0.02843209171
703	0.02840315987
704	0.02837413514
705	0.02836259138
706	0.02831094006
707	0.02827390574
708	0.02814961864
709	0.0280916077
710	0.02806366602
711	0.02805806735
712	0.02800259952
713	0.02797509803
714	0.02793407213
715	0.0279227806
716	0.02787642976
717	0.02783834751
718	0.02780945511
719	0.02776721156
720	0.02773195893
721	0.0276589275
722	0.02762459781
723	0.02759962921
724	0.02756004344
725	0.02751007896
726	0.0274542804
727	0.02737460492
728	0.02729301811
729	0.02727137879
730	0.02714932023
731	0.02712689599
732	0.02708108716
733	0.02703799256
734	0.02699280739
735	0.02697446637
736	0.02697061721
737	0.02696278723
738	0.02690663359
739	0.02687177753
740	0.02681686901
741	0.02680710648
742	0.02674323113
743	0.02672905692
744	0.02667726992
745	0.02666881774
746	0.02664651182
747	0.02655737741
748	0.02653114059
749	0.02650417312
750	0.02642807586
751	0.02641979542
752	0.02638919352
753	0.02636798231
754	0.02635291035
755	0.02632787967
756	0.02631937652
757	0.02626227364
758	0.02625268555
759	0.0261767374
760	0.02611562729
761	0.0260642592
762	0.02601844458
763	0.02598267241
764	0.02595110019
765	0.02594695619
766	0.02590560264
767	0.02587945403
768	0.02581612885
769	0.02580929708
770	0.02580389274
771	0.02577963702
772	0.02571746049
773	0.02568106972
774	0.02564248612
775	0.02561321866
776	0.02551919361
777	0.02551347277
778	0.02550432497
779	0.02547068558
780	0.02545887803
781	0.02543045168
782	0.0254224764
783	0.02541192399
784	0.02535041735
785	0.02528375699
786	0.02526347074
787	0.02524039124
788	0.02516848373
789	0.02510608043
790	0.02508081289
791	0.02504652014
792	0.02504301967
793	0.02499989484
794	0.0249929742
795	0.02492463009
796	0.02489341861
797	0.0248667742
798	0.02485124072
799	0.02484350257
800	0.02479652254
801	0.02475979891
802	0.02465139333
803	0.02464764715
804	0.0246218688
805	0.02461675637
806	0.02459085253
807	0.02458717897
808	0.02456041325
809	0.02454106178
810	0.02450001136
811	0.02445448289
812	0.0243926974
813	0.02438583857
814	0.02436274002
815	0.02429372474
816	0.02428553453
817	0.02424422647
818	0.02420906881
819	0.02419179027
820	0.02417037558
821	0.02412224667
822	0.02406923976
823	0.02406434696
824	0.02402800463
825	0.024006639
826	0.02400145264
827	0.02397936374
828	0.0239507932
829	0.02390105555
830	0.02387746589
831	0.02384643962
832	0.02383095588
833	0.0237918707
834	0.02378756033
835	0.02378086804
836	0.02377568483
837	0.0237209182
838	0.02370706251
839	0.0236774136
840	0.02365435872
841	0.0236160657
842	0.02358781017
843	0.02349040818
844	0.02345409142
845	0.02343694091
846	0.02338235822
847	0.02335928077
848	0.02335281688
849	0.02325792309
850	0.02321083219
851	0.02319212132
852	0.02314729668
853	0.02311299812
854	0.02305878927
855	0.02303104352
856	0.02300967597
857	0.02296783367
858	0.02295566898
859	0.02295191053
860	0.02294548582
861	0.02291697399
862	0.02287317081
863	0.02284742246
864	0.02279877821
865	0.02276738211
866	0.02274476534
867	0.02274106589
868	0.02273799129
869	0.02273514111
870	0.02271192717
871	0.02268944904
872	0.02265944839
873	0.02263378778
874	0.02259407601
875	0.0225859858
876	0.02255598578
877	0.02255128752
878	0.02254854422
879	0.0225300368
880	0.02252444342
881	0.02249136724
882	0.02243975741
883	0.02243402895
884	0.02239637653
885	0.02234076262
886	0.02231774064
887	0.022253777
888	0.02222988655
889	0.02219457879
890	0.02217428601
891	0.02215475181
892	0.02213204445
893	0.02208206279
894	0.02204911124
895	0.02201838551
896	0.02200097516
897	0.0219721917
898	0.02196305579
899	0.02195393053
900	0.02191278394
901	0.02190746355
902	0.0218481114
903	0.02182947569
904	0.02179847317
905	0.0217463863
906	0.02171254893
907	0.02163439757
908	0.02161691102
909	0.02156314329
910	0.02149691176
911	0.02145619558
912	0.02144025599
913	0.02143578187
914	0.02140793784
915	0.02140272404
916	0.0213676761
917	0.02136430599
918	0.02134747725
919	0.02134007586
920	0.02132254799
921	0.02128784971
922	0.02127253631
923	0.02125812428
924	0.02123706936
925	0.02122004742
926	0.02120856107
927	0.02116919661
928	0.02114978014
929	0.02112029612
930	0.02111544933
931	0.02110397957
932	0.02105518819
933	0.02102228445
934	0.02099303184
935	0.02098703338
936	0.02098377518
937	0.02094997666
938	0.02094044206
939	0.02092010918
940	0.02087457821
941	0.02085057791
942	0.02082574385
943	0.02082080498
944	0.02081720335
945	0.02078345185
946	0.02075352377
947	0.02073474061
948	0.02071260767
949	0.02070581792
950	0.0206877354
951	0.02065150378
952	0.02059380226
953	0.02055837892
954	0.02055280204
955	0.02052304585
956	0.02049813362
957	0.02045296069
958	0.02044695404
959	0.02044285414
960	0.02043875104
961	0.02042909332
962	0.02039479265
963	0.02039074034
964	0.02038071168
965	0.02033993334
966	0.02031194551
967	0.02028487892
968	0.02025241582
969	0.02023160872
970	0.02022808137
971	0.02022539356
972	0.02022233868
973	0.02020693662
974	0.02016559442
975	0.02010911501
976	0.02010598799
977	0.02007258409
978	0.02006842255
979	0.020065269
980	0.0200618082
981	0.02005930487
982	0.02005591212
983	0.02005172387
984	0.02004890625
985	0.02000845664
986	0.02000390243
987	0.01997842587
988	0.01993879357
989	0.01991191926
990	0.0198783538
991	0.01984426591
992	0.01983931761
993	0.01979970926
994	0.01977772979
995	0.01977453624
996	0.01977142533
997	0.01972092727
998	0.01969107159
999	0.01967801481
